Clade.1,Clade.2,Clade.3,Sec_Ref,Primary_Ref,Method,Taxon,EBM.ref.sp,Aves,BM.g,Pneumatic,BM.Qual,Meas.sp,HumerusLen,HumerusCirc,FemurCirc,FemurLen,TibulaLen,TibiaCirc,TarsusLen,TarusCirc,Sex,Comments,Living,humerus_diameter_(mm),tarsus_diameter_(mm),coracoid_HAF_(mm),coracoid_HAF_(mm),coracoid_max_length
Neognathae,Apodiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Selasphorus_sasin,YPM_104043,Y,3.1,,,,4.95,4.15,1.51,7.54,11.79,,4.52,1.38,M,,1,1.32,0.44,0.67,1.29,6.3
Palaeognathae,Dinornithiformes,Dinornithidae,Chan_(2017),Chan_(2017),Physical,Dinornis_robustus,MNZ_S39946pt4,Y,,,,,,,144.1,282,,,,,,,0,,,,,
Theropoda,Maniraptoriformes,,Campione_&_Evans_2020,Henderson_(2018),Slicing,Struthiomimus_altus,AMNH_5339,N,201000,,,AMNH_5339,,,136,,,,,,,,0,,,,,
Theropoda,Tyrannosauroidea,,Campione_&_Evans_2020,Paul_(1988),Physical,Daspletosaurus_torosus,AMNH_5438,N,2300000,,,AMNH_5438,,,390,,,,,,,,0,,,,,
Theropoda,Tyrannosauroidea,,Campione_&_Evans_2020,Christiansen_&_Fariña_(2004),Physical,Daspletosaurus_torosus,AMNH_5438,N,2700000,,,AMNH_5438,,,390,,,,,,,,0,,,,,
Theropoda,Tyrannosauroidea,,Campione_&_Evans_2020,Seebacher_(2001),Polynomial,Gorgosaurus_libratus,AMNH_5458,N,2465000,,,AMNH_5458,,,357,,,,,,,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Chadwick_et_al_(2014),Chadwick_et_al_(2014),Physical,Struthio_camelus,NHMUK_(1972.1.2),Y,,,,,,,,284,,,,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Crouch&Clarke_(2019),Crouch&Clarke_(2019),Physical,Struthio_camelus,,Y,80900,,,,368,,,285,534,,,,,,1,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Nomingia_gobiensis,MPCD_100/119,N,,,,,,,82,285,,,,,,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Gatesy&Middleton_(1997),Gatesy&Middleton_(1997),Physical,Struthio_camelus,MCZ3701,Y,,,,,,,,285,,,,,,,1,,,,,
Palaeognathae,Dinornithiformes,Emeidae,Chan_(2017),Chan_(2017),Physical,Pachyornis_elephantopus,SAM_P42776,Y,,,,,,,158.8,285.9,482.7,127.1,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Rinchenia_mongoliensis,MPCD100/32a,N,,,,,,,94,287,,,,,,,0,,,,,
Palaeognathae,Aepyornithiformes,Aepyornithidae,Chan_(2017),Chan_(2017),Physical,Aepyornis_hildebranti,NMV_P33062,Y,,,,,,,181.5,288,566.3,132.1,,,,,1,,,,,
Palaeognathae,Dinornithiformes,Emeidae,Chan_(2017),Chan_(2017),Physical,Pachyornis_elephantopus,SAM_P2856,Y,,,,,,,157.3,289.2,,,,,,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Elzanowski&Louchart_(2022),Elzanowski&Louchart_(2022),Physical,Struthio_camelus_australis_,NHMUK1857.2.24.10,Y,,,,,,,,290.5,,,,,F,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Chadwick_et_al_(2014),Chadwick_et_al_(2014),Physical,Struthio_camelus,NHMUK_(1857.2.24.10)*,Y,,,,,,,,292.5,,,,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Chadwick_et_al_(2014),Chadwick_et_al_(2014),Physical,Struthio_camelus,NHMUK_(1954.5.1)*,Y,,,,,,,,292.5,,,,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Crouch&Clarke_(2019),Crouch&Clarke_(2019),Physical,Struthio_camelus,,Y,81900,,,,381,,,294,574,,,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Chan_(2017),Chan_(2017),Physical,Struthio_camelus,NMV_R2385,Y,,,,,,,156.4,295.8,521.3,111.9,,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Elzanowski&Louchart_(2022),Elzanowski&Louchart_(2022),Physical,Struthio_camelus_ssp._,USNM343621,Y,,,,,,,,296,,,,,M,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Brinkworth_et_al_2023,"Mayr,_2015._Palaont.Z.",Physical,Struthio_camelus,Unknown,Y,111000,,,,348,,,297,,,,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Elzanowski&Louchart_(2022),Elzanowski&Louchart_(2022),Physical,Struthio_camelus_ssp._,ZOT788,Y,,,,,,,,297,,,,,M,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Elzanowski&Louchart_(2022),Elzanowski&Louchart_(2022),Physical,Struthio_sp.,IRSNB53848,Y,,,,,,,,297,,,,,M,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Chan_(2017),Chan_(2017),Physical,Struthio_camelus,NMV_R2711,Y,,,,,,,138.2,301,509.3,100.3,,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Elzanowski&Louchart_(2022),Elzanowski&Louchart_(2022),Physical,Struthio_camelus_camelus,NHMUK_1846.1017.8,Y,,,,,,,,302,,,,,F,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Elzanowski&Louchart_(2022),Elzanowski&Louchart_(2022),Physical,Struthio_camelus_massaicus_,NHMUK1915.3.30.1,Y,,,,,,,,302,,,,,M,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Chan_(2017),Chan_(2017),Physical,Struthio_camelus,NMV_URI,Y,,,,,,,146.8,302.3,536,103.2,,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Elzanowski&Louchart_(2022),Elzanowski&Louchart_(2022),Physical,Struthio_camelus_camelus,_NHMUK1846.10.17.7,Y,,,,,,,,303,,,,,M,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Elzanowski&Louchart_(2022),Elzanowski&Louchart_(2022),Physical,Struthio_molybdophanes_,USNM319455,Y,,,,,,,,304,,,,,M,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Citipati,MPCD100/42,N,,,,,,,95,305,,,,,,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Chadwick_et_al_(2014),Chadwick_et_al_(2014),Physical,Struthio_camelus,NHMUK_(1895.10.14.1),Y,,,,,,,,306,,,,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Chadwick_et_al_(2014),Chadwick_et_al_(2014),Physical,Struthio_camelus,RVC1,Y,,,,,,,,306,,,,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Gatesy&Middleton_(1997),Gatesy&Middleton_(1997),Physical,Struthio_camelus,RVC3,Y,,,,,,,,307.2,,,,,,,1,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Chirostenotes_pergracilis,TMP_79.30.1,N,,,,,,,85,311,365,82,,,,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Chadwick_et_al_(2014),Chadwick_et_al_(2014),Physical,Struthio_camelus,NHMUK_(1925.5.12.1),Y,,,,,,,,312,,,,,,,1,,,,,
Palaeognathae,Dinornithiformes,Emeidae,Chan_(2017),Chan_(2017),Physical,Pachyornis_elephantopus,SAM_P43210,Y,,,,,,,177.9,312.7,,,,,,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Chadwick_et_al_(2014),Chadwick_et_al_(2014),Physical,Struthio_camelus,NHMUK_(1894.3.17.1)*,Y,,,,,,,,314,,,,,,,1,,,,,
Palaeognathae,Dinornitiformes,Emeidae,Canoville_etal_(2022),Canoville_etal_(2022),Physical,Dinornis_sp.,,Y,,,,,,,182,315,,,,,,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Elzanowski&Louchart_(2022),Elzanowski&Louchart_(2022),Physical,Struthio_molybdophanes_,SAPM_18,Y,,,,,,,,315.5,,,,,F,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Brinkworth_et_al_2023,"Bohmer_et_al.,_2019._.Proc.R.soc.B",Physical,Struthio_camelus,MNHN_ZO_1908160,Y,111000,,,,,,,315.9,551,,472.99,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Elzanowski&Louchart_(2022),Elzanowski&Louchart_(2022),Physical,Struthio_camelus_ssp._,ISEA_A/2506/72,Y,,,,,,,,316,,,,,F,,1,,,,,
Neognathae,Apodiformes,Trochilidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Archilochus_alexandri,NHMLAC_unknown,Y,3.4,,,,3.54,,,7.44,11.38,,3.23,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Struthio_camelus,MCZ_2686,Y,111000,,,,377,,,317,567,,493,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Chadwick_et_al_(2014),Chadwick_et_al_(2014),Physical,Struthio_camelus,RVC2,Y,,,,,,,,317,,,,,M,,1,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Troodon_formosus,MOR_748,N,,,,,,,89.5,317,361,81.5,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Tetanurae_indeterminate,TMP_81.10.2,N,,,,,,,99,317,,,,,,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Struthio_camelus,MCZ_2686,Y,111000,,,,395,,,320,545,,483,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Gatesy&Middleton_(1997),Gatesy&Middleton_(1997),Physical,Struthio_camelus,MCZ_2686,Y,,,,,,,,320,,,,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Campione_et_al_(2014),Campione_et_al_(2014),Physical,Struthio_camelus,ROM_102298,Y,139026,1,,,370.5,50.75,143,321,538,109,,,,,1,,,,,
Palaeognathae,Dinornithiformes,Dinornithidae,Chan_(2017),Chan_(2017),Physical,Dinornis_robustus,MNZ_S40342,Y,,,,,,,156.3,321,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Sarcosaurus_woodi,BMNH_4840,N,,,,,,,118,321,,,,,,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Elzanowski&Louchart_(2022),Elzanowski&Louchart_(2022),Physical,Struthio_molybdophanes,_SAPM_19,Y,,,,,,,,322,,,,,F,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Elzanowski&Louchart_(2022),Elzanowski&Louchart_(2022),Physical,Struthio_molybdophanes_,SAPM_20,Y,,,,,,,,322.4,,,,,F,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Brinkworth_et_al_2023,"Bell_et_al.,_2021._Front.EarthSci.",Physical,Struthio_camelus,NHMLAC_unknown,Y,111000,,,,385,,,325.2,550,,460,,,,1,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Elzanowski&Louchart_(2022),Elzanowski&Louchart_(2022),Physical,Struthio_camelus_massaicus_,ZMB35192,Y,,,,,,,,326,,,,,M,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Canoville_etal_(2022),Canoville_etal_(2022),Physical,Struthio_camelus,A4751_SSS.B.S2.M1.C21,Y,,,,,,,140,327,,,,,,,1,,,,,
Neognathae,Apodiformes,Trochilidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Archilochus_colubris,MCZ_7644,Y,3.1,,,,3.8,,,7.3,10.9,,4.6,,,,1,,,,,
Neognathae,Apodiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Phaethornis_bourcieri,YPM_101521,Y,4.3,,,,5.03,3.46,1.57,7.26,10.91,,4.81,1.46,M,,1,1.61,0.38,0.71,1.2,7.24
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Deinonychus_antirrhopus,MCZ_4371,N,,,,,,,116,335,364,101.5,,,,,0,,,,,
Palaeognathae,Struthioniformes,Struthionidae,Elzanowski&Louchart_(2022),Elzanowski&Louchart_(2022),Physical,Struthio_camelus_camelus,SAM56122,Y,,,,,,,,335.3,,,,,F,,1,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Herrerasaurus_ischigualastensis,MLP_61VIII23,N,,,,,,,120,336,287,93,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Zuolong_salleei,IVPP_V15912,N,,,,,,,112.3,336,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Raptorex_kreigsteini,LH_PV18,N,,,,,,,87,338,,,,,,,0,,,,,
Neognathae,Apodiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Selasphorus_rufus,YPM_103914,Y,3.5,,,,3.44,2.25,1.57,6.9,10.08,,4.83,1.51,M,,1,0.81,0.48,0.7,1.17,6.65
Neognathae,Apodiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Archilochus_colubris,YPM_110858,Y,2.9,,,,3.74,1.82,1.35,6.82,10.65,,3.87,1.41,M,,1,0.58,0.45,0.66,1.22,6.37
Palaeognathae,Struthioniformes,Struthionidae,Crouch&Clarke_(2019),Crouch&Clarke_(2019),Physical,Struthio_camelus,,Y,130000,,,,,,,340,580,,521,,,,1,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Falcarius_utahensis,UMNH_VP_12361,N,,,,,,,110,340,,,,,,,0,,,,,
Palaeognathae,Dinornithiformes,Dinornithidae,Chan_(2017),Chan_(2017),Physical,Dinornis_robustus,MNZ_S39961,Y,,,,,,,190.7,344.3,,,,,,,0,,,,,
Neognathae,Apodiformes,,Field_et_al_(2013),Field_et_al_(2013),Physical,Archilochus_colubris,YPM_112054,Y,2.9,,,,3.84,3.57,1.6,6.71,11.53,,4.18,1.6,M,,1,1.6,0.51,0.67,1.18,6.23
Palaeognathae,Aepyornithiformes,Aepyornithidae,Canoville_etal_(2022),Canoville_etal_(2022),Physical,Aepyornis_maximus,MAD_365,Y,,,,,,,244,350,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Herrerasaurus_ischigualastensis,PVSJ_373,N,,,,,,,105.5,354,318,87,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Theropoda_sp._,TMP_86.18.25,N,,,,,,,104,365,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Herrerasaurus_ischigualastensis,PVL_2054,N,,,,,,,146,370,335,107,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Ornithimimdae_sp._,TMP_91.36.854,N,,,,,,,112,371,,,,,,,0,,,,,
Theropoda,Maniraptoriformes,,Chan_(2017),Chan_(2017),Physical,Struthiomimus_altus,AMNH_5385,N,,,,,,,99,372,419,90,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Ornithimimdae_sp._,TMP_91.36.569,N,,,,,,,106,372,,,,,,,0,,,,,
Palaeognathae,Aepyornithiformes,Aepyornithidae,Canoville_etal_(2022),Canoville_etal_(2022),Physical,Aepyornis_maximus,MAD367_190617,Y,,,,,,,244,380,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Dromiceiomimus_brevitertius,ROM_797,N,,,,,,,98.5,382,479,91,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Genusaurus_sisteronicus,MNHN_Bev_1,N,,,,,,,114,390,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Liliensternus_liliensterni,HMN_#2,N,,,,,,,108.5,393.5,395,100.8,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Unenlagia_comahuensis,MCF_PVPH_78,N,,,,,,,99,395,420,106,,,,,0,,,,,
Theropoda,Maniraptoriformes,,Chan_(2017),Chan_(2017),Physical,Struthiomimus_altus,ROM_1790,N,,,,,,,101.5,400,430,92,,,,,0,,,,,
Palaeognathae,Dinornithiformes,Dinornithidae,Chan_(2017),Chan_(2017),Physical,Dinornis_robustus,NMV_P7863,Y,,,,,,,228.6,408,855,181.5,,,,,1,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Guanlong_wucaii,IVPP_V14531,N,,,,,,,104,408,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Ornithimimus_edmonticus,TMP_95.110.1,N,,,,,,,109,414,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Allosaurus_fragilis,MCZ_3897,N,,,,,,,158,422,378,142,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Liliensternus_liliensterni,HMN_R1291,N,,,,,,,110,424,414.5,101,,,,,0,,,,,
Neognathae,Apodiformes,Trochilidae,Brinkworth_et_al_2023,"Gatesy_S.M._&_Middleton_K.M.,_1997._J.Vert.Paleo,_17(2):_306329;Middleton_K.M._&_Gatesy_S.M.,_2000._Zoo.J.Linn.Soc,_128:_149187.",Physical,Archilochus_colubris,MCZ_7307,Y,3.1,,,,3.9,,,6.5,10.2,,4.1,,,,1,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Ornithomimus_edmontonicus,ROM_851*_(Holtz_1994a),N,,,,,,,110,425,471,84,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Timimus_hermani,NMV_P186303,N,,,,,,,90,430,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Anserimimus_planinychus,G.A.AN_100/300,N,,,,,,,145,433,472,125,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Timimus_hermani,AMNH_27642°_(NMV_P186303),N,,,,,,,92,435,,,,,,,0,,,,,
Theropoda,Tyrannosauroidea,,Campione_&_Evans_2020,Paul_(1988),Physical,Gorgosaurus_libratus,AMNH_5458,N,2500000,,,AMNH_5458,,,357,,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Dromiceiomimus_brevitertius,ROM_852,N,,,,,,,127.5,437,531,118,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Ornithomimidae_indeterminate,TMP_87.54.1,N,,,,,,,93,444,445,102,,,,,0,,,,,
Palaeognathae,Aepyornithiformes,Aepyornithidae,Chan_(2017),Chan_(2017),Physical,Aepyornis_maximus,NMV_P15151,Y,,,,,,,259.3,446,,,,,,,1,,,,,
Theropoda,Tyrannosauroidea,,Campione_&_Evans_2020,Henderson_&_Snively_(2004),Slicing,Gorgosaurus_libratus,AMNH_5458,N,2795000,,,AMNH_5458,,,357,,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Herrerasaurus_ischigualastensis,PVL_2566,N,,,,,,,169.5,482,415,136,,,,,0,,,,,
Theropoda,Maniraptoriformes,,Chan_(2017),Chan_(2017),Physical,Struthiomimus_altus,AMNH_5339,N,,,,,,,127,486,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Ornithomimus_edmonticus,AMNH_5884,N,,,,,,,145,495,,,,,,,0,,,,,
Theropoda,Maniraptoriformes,,Chan_(2017),Chan_(2017),Physical,Struthiomimus_altus,AMNH_5375*_(Holtz_1994a),N,,,,,,,145,501,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Fukuiraptor_kitadaniensis,FPMN_9712219,N,,,,,,,164,507,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Eustreptospondylus_oxoniensis,OUM_J13558,N,,,,,,,188,510,495,146,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Xiongguanlong_baimoensis,FRDCGS_JB1621,N,,,,,,,143,510,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Elaphrosaurus_bambergi,HMN_dd,N,,,,,,,165,519,608,132,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Anzu_wyliei,CM_78000,N,,,,,,,169,525,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Allosaurus_fragilis,YPM_4944,N,,,,,,,188.5,526,450,154,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Elaphrosaurus_bambergi,HMN_Gr._S._3844,N,,,,,,,167,529,608,155,,,,,0,,,,,
Theropoda,Tyrannosauroidea,,Campione_&_Evans_2020,Snively_et_al._(2019),Slicing,Gorgosaurus_libratus,AMNH_5458/CMN_2120,N,2427300,,,AMNH_5458,,,357,,,,,,,,0,,,,,
Theropoda,Coelurosauria,,Campione_&_Evans_2020,Paul_(1988),Physical,Ornitholestes_hermanni,AMNH_619,N,12600,,,TMP_66.2.3_(cast_of_AMNH_619),,,71,,,,,,,,0,,,,,
Theropoda,Coelurosauria,,Campione_&_Evans_2020,Seebacher_(2001),Polynomial,Ornitholestes_hermanni,AMNH_619,N,13500,,,TMP_66.2.3_(cast_of_AMNH_619),,,71,,,,,,,,0,,,,,
Theropoda,Coelophysoidea,,Campione_&_Evans_2020,Henderson_&_Snively_(2004),Slicing,Coelophysis_bauri,AMNH_7223,N,12140,,,AMNH_7223,,,49,,,,,,,,0,,,,,
Theropoda,Coelophysoidea,,Campione_&_Evans_2020,Paul_(1997),Physical,Coelophysis_bauri,AMNH_7223,N,13500,,,AMNH_7223,,,49,,,,,,,,0,,,,,
Theropoda,Coelophysoidea,,Campione_&_Evans_2020,Paul_(1988),Physical,Coelophysis_bauri,AMNH_7223,N,15300,,,AMNH_7223,,,49,,,,,,,,0,,,,,
Theropoda,Coelophysoidea,,Campione_&_Evans_2020,Seebacher_(2001),Polynomial,Coelophysis_bauri,AMNH_7223,N,16000,,,AMNH_7223,,,49,,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Dilophosaurus_wetherilli,TMP_83.26.2°_(UCMP_37302),N,,,,,,,178.5,546.5,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Piatnitzkysaurus_floresi,PVL_4073,N,,,,,,,245,548,501.5,176,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Dilophosaurus_wetherilli,UCMP_37302,N,,,,,,,185,551,537,128,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Alioramus_altai,IGM_100/1844,N,,,,,,,170,560,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Australovenator_wintonensis,AAOD,N,,,,,,,178,578,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Tyrannosauridae_sp._,TMP_90.300.30,N,,,,,,,198,599,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Gorgosaurus_libratus,AMNH_5423,N,,,,,,,195,605,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Gorgosaurus_libratus,TMP_91.36.500,N,,,,,,,188,654,689,191,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Theropoda_sp._,FMNH_?,N,,,,,,,254,656,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Daspletosaurus_torosus,NMC_11315*_(Russell_1970),N,,,,,,,226,665,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Gallimimus_bulllatus,G.I.D.PS_100/11,N,,,,,,,216,673,737,193,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Theropoda_sp._,AMNH_5255,N,,,,,,,228,688,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Megalosaurus?_bucklandi,OUM_J29802,N,,,,,,,279,690,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Nothronychus_graffami,UMNH_VP_16420,N,,,,,,,289,696,,,,,,,0,,,,,
Sauropodomorpha,Sauropodomorpha,,Campione_&_Evans_2020,Bates_et_al._(2016),MCH,Lufengosaurus_huenei,IVPP_V15,N,1213060,,Minimum,IVPP_V82,,,365,716,,,,,,_IVPP_V15_(FL=716mm)_similar_in_size_to_IVPP_V82_(FL=740mm),0,,,,,
Sauropodomorpha,Sauropodomorpha,,Campione_&_Evans_2020,Bates_et_al._(2016),MCH,Lufengosaurus_huenei,IVPP_V15,N,1496860,,Plus21%,IVPP_V82,,,365,716,,,,,,_IVPP_V15_(FL=716mm)_similar_in_size_to_IVPP_V82_(FL=740mm),0,,,,,
Sauropodomorpha,Sauropodomorpha,,Campione_&_Evans_2020,Paul_(2010),Physical,Lufengosaurus_huenei,IVPP_V15,N,1650000,,,IVPP_V82,,,365,716,,,,,,IVPP_V15_(FL=716mm)_similar_in_size_to_IVPP_V82_(FL=740mm),0,,,,,
Sauropodomorpha,Sauropodomorpha,,Campione_&_Evans_2020,Bates_et_al._(2016),MCH,Lufengosaurus_huenei,IVPP_V15,N,2068910,,Maximal,IVPP_V82,,,365,716,,,,,,_IVPP_V15_(FL=716mm)_similar_in_size_to_IVPP_V82_(FL=740mm),0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Aucasaurus_garridoi,MCFPVPH_236,N,,,,,,,256,730,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Deltadromeus_agilis,SGMDin_2,N,,,,,,,191,740,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Megalosaurus?_bucklandi,OUM_J29803,N,,,,,,,273,740,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Allosaurus_fragilis,MOR_693,N,,,,,,,274.5,742.5,706.5,238.5,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Appalachiosaurus_montgomeriensis,ROM_6670,N,,,,,,,259.5,754.7,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Teratophoneus_curriei,BYU_13719,N,,,,,,,266,757,,,,,,,0,,,,,
Theropoda,Coelophysoidea,,Campione_&_Evans_2020,Henderson_(2018),Slicing,Coelophysis_bauri,AMNH_7223/MCZ_4327,N,10300,,gracile_lower,AMNH_7223,,,49,,,,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Ekrixinatosaurus_novasi,MUCPv294,N,,,,,,,295,770,694,256,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Dryptosaurus_aquilunguis,TMP_84.181.2°__(ANSP_9995/10006),N,,,,,,,276,778,796,267,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Dryptosaurus_aquilunguis,ANSP_9995,N,,,,,,,270,787,830,258,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Gorgosaurus_libratus,ROM_672,N,,,,,,,283,795,813,231.5,,,,,0,,,,,
Theropoda,,,Chan_(2017),Chan_(2017),Physical,Tetanurae_indeterminate,HMN_TL_96,N,,,,,,,256,800,,,,,,,0,,,,,
