Order,Family,Species,JetzTreeName,Humerus_length_mm,Ulna_length_mm,Radius_length_mm,Carpometacarpus_length_mm,Femur_length_mm,Tibiotarsus_length_mm,Tarsometatarsus_length_mm,Spec_no.,Reference,Body_mass_g,Foraging_niche,TrophicEcology,Habitat,Kipps.dist
Accipitriformes,Accipitridae,Gypaetus_barbatus,Gypaetus_barbatus,NA,NA,NA,NA,110.900001,152.8999981,90.44999975,MNHN_ZO_1992-2,"Bohmer et al., 2019. .Proc.R.soc.B",5695,Scavenger ground,Scavenger,Rock,370.2
Accipitriformes,Accipitridae,Gyps_fulvus,Gyps_fulvus,NA,NA,NA,NA,140.1900014,189.9999996,113.3100001,MNHN_ZO_1996-43,"Bohmer et al., 2019. .Proc.R.soc.B",7436,Scavenger ground,Scavenger,Grassland,267.5
Charadriiformes,Haematopodidae,Haematopus_ostralegus,Haematopus_ostralegus,NA,NA,NA,NA,46.68999958,80.29000039,52.54999996,MNHN_ZO_1994-36,"Bohmer et al., 2019. .Proc.R.soc.B",526,Aquatic ground,Aquatic predator,Coastal,129.5
Charadriiformes,Recurvirostridae,Himantopus_himantopus,Himantopus_himantopus,NA,NA,NA,NA,34.08000031,131.3299987,124.5499995,MNHN_ZO_1986-41,"Bohmer et al., 2019. .Proc.R.soc.B",176.8,Aquatic ground,Aquatic predator,Wetland,117.2
Charadriiformes,Laridae,Larus_glaucescens,Larus_glaucescens,NA,NA,NA,NA,69.88999992,122.7900002,74.62999972,MNHN_ZO_1993-346,"Bohmer et al., 2019. .Proc.R.soc.B",1056.5,Generalist,Aquatic predator,Coastal,218.2
Psittaciformes,Psittaculidae,Lorius_garrulus,Lorius_garrulus,NA,NA,NA,NA,37.55999969,51.21999951,20.7399999,MNHN_ZO_1996-137,"Bohmer et al., 2019. .Proc.R.soc.B",143,Nectarivore glean,Nectarivore,Forest,70.6
Coraciiformes,Alcedinidae,Megaceryle_torquata,Megaceryle_torquata,NA,NA,NA,NA,35.14000023,47.40999942,15.28999981,MNHN_ZO_2004-196,"Bohmer et al., 2019. .Proc.R.soc.B",317,Aquatic perch,Aquatic predator,Riverine,46.5
Suliformes,Sulidae,Morus_bassanus,Morus_bassanus,NA,NA,NA,NA,72.74000055,101.8899995,58.89999935,MNHN_ZO_1997-191,"Bohmer et al., 2019. .Proc.R.soc.B",2998.7,Aquatic plunge,Aquatic predator,Marine,300.5
Accipitriformes,Accipitridae,Neophron_percnopterus,Neophron_percnopterus,NA,NA,NA,NA,73.72999934,112.6199992,79.42999953,MNHN_ZO_1995-229,"Bohmer et al., 2019. .Proc.R.soc.B",2082,Scavenger ground,Scavenger,Grassland,236
Galliformes,Numididae,Numida_meleagris,Numida_meleagris,NA,NA,NA,NA,86.99999948,116.539999,75.31000042,MNHN_ZO_1885-332,"Bohmer et al., 2019. .Proc.R.soc.B",1299,NA,Omnivore,Woodland,51.5
Opisthocomiformes,Opisthocomidae,Opisthocomus_hoazin,Opisthocomus_hoazin,NA,NA,NA,NA,64.40000039,89.21000013,53.34999954,MNHN_ZO_1997-802,"Bohmer et al., 2019. .Proc.R.soc.B",696,NA,Herbivore terrestrial,Riverine,47.7
Accipitriformes,Pandionidaw,Pandion_haliaetus,Pandion_haliaetus,NA,NA,NA,NA,76.54999911,119.2400007,51.5399995,MNHN_ZO_1996-49,"Bohmer et al., 2019. .Proc.R.soc.B",1483.2,Aquatic aerial,Aquatic predator,Marine,204.8
Pelecaniformes,Pelecanidae,Pelecanus_crispus,Pelecanus_crispus,NA,NA,NA,NA,127.3300003,179.4999988,121.2299986,MNHN_ZO_1995-278,"Bohmer et al., 2019. .Proc.R.soc.B",9512.1,Aquatic surface,Aquatic predator,Wetland,297.5
Phaethontiformes,Phaethontidae,Phaethon_aethereus,Phaethon_aethereus,NA,NA,NA,NA,37.80000001,53.62000004,29.18999966,MNHN_ZO_1997-198,"Bohmer et al., 2019. .Proc.R.soc.B",750,Aquatic plunge,Aquatic predator,Marine,211.8
Phoenicopteriformes,Phoenicopteridae,Phoenicopterus_ruber,Phoenicopterus_ruber,NA,NA,NA,NA,93.87000046,307.7999961,293.9000027,MNHN_ZO_1997-205,"Bohmer et al., 2019. .Proc.R.soc.B",3031.6,Aquatic ground,Aquatic predator,Coastal,190.5
Piciformes,Picidae,Picus_viridis,Picus_viridis,NA,NA,NA,NA,32.18000002,44.40999968,30.17999962,MNHN_ZO_1997-1126,"Bohmer et al., 2019. .Proc.R.soc.B",176,Invertivore ground,Invertivore,Forest,41
Psittaciformes,Psittaculidae,Platycercus_elegans,Platycercus_elegans,NA,NA,NA,NA,31.24999988,43.71000035,20.08000007,MNHN_ZO_1996-134,"Bohmer et al., 2019. .Proc.R.soc.B",123.9,NA,Omnivore,Forest,73
Psittaciformes,Psittaculidae,Platycercus_eximius,Platycercus_eximius,NA,NA,NA,NA,28.66000026,43.13999992,18.62000014,MNHN_ZO_1997-923,"Bohmer et al., 2019. .Proc.R.soc.B",104,NA,Omnivore,Woodland,63
Charadriiformes,Charadriidae,Pluvialis_apricaria,Pluvialis_apricaria,NA,NA,NA,NA,36.61000009,63.01000006,41.24999973,MNHN_ZO_1997-1171,"Bohmer et al., 2019. .Proc.R.soc.B",214,Invertivore ground,Invertivore,Grassland,104.2
Psittaciformes,Psittacidae,Poicephalus_gulielmi,Poicephalus_gulielmi,NA,NA,NA,NA,37.75000035,50.5300002,19.25999988,MNHN_ZO_A9223,"Bohmer et al., 2019. .Proc.R.soc.B",274.6,NA,Omnivore,Forest,85.6
Psittaciformes,Psittacidae,Poicephalus_senegalus,Poicephalus_senegalus,NA,NA,NA,NA,31.85000024,43.46999998,16.78000014,MNHN_ZO_1881-147,"Bohmer et al., 2019. .Proc.R.soc.B",147,NA,Omnivore,Woodland,62.8
Struthioniformes,Rheidae,Rhea_americana,Rhea_americana,NA,NA,NA,NA,185.4000001,292.7999984,270.7000026,MNHN_ZO_1993-6,"Bohmer et al., 2019. .Proc.R.soc.B",23000,NA,Omnivore,Grassland,0.3
Eurypygiformes,Rhynochetidae,Rhynochetos_jubatus,Rhynochetos_jubatus,NA,NA,NA,NA,67.92000043,119.560001,96.72000048,MNHN_ZO_1886-128,"Bohmer et al., 2019. .Proc.R.soc.B",860,Invertivore ground,Invertivore,Forest,37.1
Accipitriformes,Sagittariidae,Sagittarius_serpentarius,Sagittarius_serpentarius,NA,NA,NA,NA,112.9700003,279.900001,281.2000024,MNHN_ZO_1892-965,"Bohmer et al., 2019. .Proc.R.soc.B",4017,Vertivore ground,Vertivore,Grassland,250.2
Cathartiformes,Cathartidae,Sarcoramphus_papa,Sarcoramphus_papa,NA,NA,NA,NA,99.09000036,160.7000012,95.77000057,MNHN_ZO_1995-03,"Bohmer et al., 2019. .Proc.R.soc.B",3400,Scavenger ground,Scavenger,Forest,191.6
Struthioniformes,Struthionidae,Struthio_camelus,Struthio_camelus,NA,NA,NA,NA,315.9999981,551.0000015,472.9999992,MNHN_ZO_1908-160,"Bohmer et al., 2019. .Proc.R.soc.B",111000,NA,Omnivore,Shrubland,0.3
Strigiformes,Tytonidae,Tyto_alba,Tyto_alba,NA,NA,NA,NA,49.32000024,81.84999929,58.81999998,MNHN_ZO_1997-494,"Bohmer et al., 2019. .Proc.R.soc.B",403.3,Vertivore perch,Vertivore,Human Modified,111.5
Bucerotiformes,Upupidae,Upupa_epops,Upupa_epops,NA,NA,NA,NA,21.88000012,33.25000003,19.96999978,MNHN_ZO_1993-123,"Bohmer et al., 2019. .Proc.R.soc.B",66.9,Invertivore ground,Invertivore,Grassland,30.5
Charadriiformes,Alcidae,Uria_lomvia,Uria_lomvia,NA,NA,NA,NA,49.94000023,85.97999985,39.2499999,MNHN_ZO_1993-347,"Bohmer et al., 2019. .Proc.R.soc.B",964,Aquatic dive,Aquatic predator,Marine,106.8
Cathartiformes,Cathartidae,Vultur_gryphus,Vultur_gryphus,NA,NA,NA,NA,147.0999991,217.3000018,120.2000006,MNHN_ZO_1973-202,"Bohmer et al., 2019. .Proc.R.soc.B",11236.1,Scavenger ground,Scavenger,Grassland,350.5
Accipitriformes,Accipitridae,Accipiter_cooperii,Accipiter_cooperii,57.83,NA,NA,NA,60.69,82.72,66.58,YPM_109131,"Field et al., 2013. PLoS ONE",429.7,Generalist,Vertivore,Woodland,77.8
Accipitriformes,Accipitridae,Accipiter_cooperii,Accipiter_cooperii,72.76,NA,NA,NA,53.89,76.65,57.85,YPM_104408,"Field et al., 2013. PLoS ONE",429.7,Generalist,Vertivore,Woodland,77.8
Accipitriformes,Accipitridae,Accipiter_cooperii,Accipiter_cooperii,68.64,NA,NA,NA,61.49,81.78,65.66,YPM_110886,"Field et al., 2013. PLoS ONE",429.7,Generalist,Vertivore,Woodland,77.8
Accipitriformes,Accipitridae,Accipiter_cooperii,Accipiter_cooperii,75.75,NA,NA,NA,67.4,88.56,69.22,YPM_112327,"Field et al., 2013. PLoS ONE",429.7,Generalist,Vertivore,Woodland,77.8
Accipitriformes,Accipitridae,Accipiter_cooperii,Accipiter_cooperii,78.59,NA,NA,NA,68.61,93.8,73.08,YPM_110889,"Field et al., 2013. PLoS ONE",429.7,Generalist,Vertivore,Woodland,77.8
Accipitriformes,Accipitridae,Accipiter_cooperii,Accipiter_cooperii,74.94,NA,NA,NA,64.79,86.41,66.1,YPM_111218,"Field et al., 2013. PLoS ONE",429.7,Generalist,Vertivore,Woodland,77.8
Accipitriformes,Accipitridae,Accipiter_gentilis,Accipiter_gentilis,88.95,NA,NA,NA,74.31,99.42,73.78,YPM_107594,"Field et al., 2013. PLoS ONE",866,Vertivore perch,Vertivore,Forest,122.6
Accipitriformes,Accipitridae,Accipiter_gentilis,Accipiter_gentilis,88.13,NA,NA,NA,73.87,93.29,69.46,YPM_107015,"Field et al., 2013. PLoS ONE",866,Vertivore perch,Vertivore,Forest,122.6
Accipitriformes,Accipitridae,Accipiter_gentilis,Accipiter_gentilis,114.87,NA,NA,NA,88.81,116.6,89.24,YPM_102868,"Field et al., 2013. PLoS ONE",866,Vertivore perch,Vertivore,Forest,122.6
Accipitriformes,Accipitridae,Accipiter_gentilis,Accipiter_gentilis,90.79,NA,NA,NA,73.61,94.88,69.69,YPM_111217,"Field et al., 2013. PLoS ONE",866,Vertivore perch,Vertivore,Forest,122.6
Accipitriformes,Accipitridae,Accipiter_gentilis,Accipiter_gentilis,89.94,NA,NA,NA,75.18,95.2,70.76,YPM_110381,"Field et al., 2013. PLoS ONE",866,Vertivore perch,Vertivore,Forest,122.6
Accipitriformes,Accipitridae,Accipiter_gentilis,Accipiter_gentilis,91.71,NA,NA,NA,77.7,98.32,75.81,YPM_110379,"Field et al., 2013. PLoS ONE",866,Vertivore perch,Vertivore,Forest,122.6
Accipitriformes,Accipitridae,Accipiter_gentilis,Accipiter_gentilis,96.1,NA,NA,NA,79.26,102.58,73.22,YPM_111220,"Field et al., 2013. PLoS ONE",866,Vertivore perch,Vertivore,Forest,122.6
Accipitriformes,Accipitridae,Accipiter_striatus,Accipiter_striatus,44.15,NA,NA,NA,40.47,54.11,50.42,YPM_111221,"Field et al., 2013. PLoS ONE",130.6,Generalist,Vertivore,Forest,56.6
Accipitriformes,Accipitridae,Accipiter_striatus,Accipiter_striatus,53.69,NA,NA,NA,49.48,62.36,53.56,YPM_112330,"Field et al., 2013. PLoS ONE",130.6,Generalist,Vertivore,Forest,56.6
Accipitriformes,Accipitridae,Accipiter_striatus,Accipiter_striatus,51.17,NA,NA,NA,46.32,61.47,53.24,YPM_109159,"Field et al., 2013. PLoS ONE",130.6,Generalist,Vertivore,Forest,56.6
Accipitriformes,Accipitridae,Accipiter_striatus,Accipiter_striatus,52.4,NA,NA,NA,46.43,61.3,54.35,YPM_107016,"Field et al., 2013. PLoS ONE",130.6,Generalist,Vertivore,Forest,56.6
Accipitriformes,Accipitridae,Buteo_jamaicensis,Buteo_jamaicensis,100.63,NA,NA,NA,77.96,103.37,80.67,YPM_102002,"Field et al., 2013. PLoS ONE",1101.2,Vertivore perch,Vertivore,Woodland,139.9
Accipitriformes,Accipitridae,Buteo_jamaicensis,Buteo_jamaicensis,99.68,NA,NA,NA,78.12,102.77,74.36,YPM_111153,"Field et al., 2013. PLoS ONE",1101.2,Vertivore perch,Vertivore,Woodland,139.9
Accipitriformes,Accipitridae,Buteo_jamaicensis,Buteo_jamaicensis,113.18,NA,NA,NA,88.35,113.29,83.6,YPM_104545,"Field et al., 2013. PLoS ONE",1101.2,Vertivore perch,Vertivore,Woodland,139.9
Accipitriformes,Accipitridae,Buteo_jamaicensis,Buteo_jamaicensis,107.52,NA,NA,NA,85.1,109.82,80.64,YPM_111223,"Field et al., 2013. PLoS ONE",1101.2,Vertivore perch,Vertivore,Woodland,139.9
Accipitriformes,Accipitridae,Buteo_jamaicensis,Buteo_jamaicensis,111.23,NA,NA,NA,86,111.56,83.66,YPM_112334,"Field et al., 2013. PLoS ONE",1101.2,Vertivore perch,Vertivore,Woodland,139.9
Accipitriformes,Accipitridae,Buteo_jamaicensis,Buteo_jamaicensis,115.26,NA,NA,NA,89.45,117.34,88.03,YPM_111224,"Field et al., 2013. PLoS ONE",1101.2,Vertivore perch,Vertivore,Woodland,139.9
Accipitriformes,Accipitridae,Buteo_jamaicensis,Buteo_jamaicensis,104.51,NA,NA,NA,80.74,107.42,82.9,YPM_111065,"Field et al., 2013. PLoS ONE",1101.2,Vertivore perch,Vertivore,Woodland,139.9
Accipitriformes,Accipitridae,Buteo_jamaicensis,Buteo_jamaicensis,116.22,NA,NA,NA,88.66,115.94,86.24,YPM_107596,"Field et al., 2013. PLoS ONE",1101.2,Vertivore perch,Vertivore,Woodland,139.9
Accipitriformes,Accipitridae,Buteo_lineatus,Buteo_lineatus,87.36,NA,NA,NA,70.26,94.97,77.7,YPM_112332,"Field et al., 2013. PLoS ONE",603.7,Vertivore air to surface,Vertivore,Woodland,106.9
Accipitriformes,Accipitridae,Buteo_lineatus,Buteo_lineatus,90.37,NA,NA,NA,69.31,91.75,74.37,YPM_111126,"Field et al., 2013. PLoS ONE",603.7,Vertivore air to surface,Vertivore,Woodland,106.9
Accipitriformes,Accipitridae,Buteo_lineatus,Buteo_lineatus,93.87,NA,NA,NA,72.64,97.27,79.05,YPM_102278,"Field et al., 2013. PLoS ONE",603.7,Vertivore air to surface,Vertivore,Woodland,106.9
Accipitriformes,Accipitridae,Buteo_regalis,Buteo_regalis,131.59,NA,NA,NA,96.89,123.49,91.11,YPM_110933,"Field et al., 2013. PLoS ONE",1437.2,Generalist,Vertivore,Grassland,179.2
Accipitriformes,Accipitridae,Buteo_swainsoni,Buteo_swainsoni,100.44,NA,NA,NA,72.24,95.77,68.2,YPM_111227,"Field et al., 2013. PLoS ONE",946.6,Vertivore perch,Vertivore,Grassland,175.2
Accipitriformes,Accipitridae,Buteo_swainsoni,Buteo_swainsoni,109.19,NA,NA,NA,73.08,99.05,65.87,YPM_111226,"Field et al., 2013. PLoS ONE",946.6,Vertivore perch,Vertivore,Grassland,175.2
Accipitriformes,Accipitridae,Buteogallus_meridionalis,Buteogallus_meridionalis,106.58,NA,NA,NA,72.02,111.03,96.27,YPM_104437,"Field et al., 2013. PLoS ONE",808,Vertivore perch,Vertivore,Grassland,130.9
Cathartiformes,Cathartidae,Coragyps_atratus,Coragyps_atratus,230,NA,NA,NA,81.13,167.5,97.69,YPM_105131,"Field et al., 2013. PLoS ONE",1881.7,Scavenger ground,Scavenger,Human Modified,58.4
Accipitriformes,Accipitridae,Haliaeetus_leucocephalus,Haliaeetus_leucocephalus,215,NA,NA,NA,115.36,149.07,88.12,YPM_102011,"Field et al., 2013. PLoS ONE",4700.6,NA,Omnivore,Wetland,248.8
Accipitriformes,Accipitridae,Milvus_migrans,Milvus_migrans,104.33,NA,NA,NA,58.7,77.28,51.09,YPM_104863,"Field et al., 2013. PLoS ONE",734.1,NA,Omnivore,Woodland,219.9
Accipitriformes,Accipitridae,Milvus_migrans,Milvus_migrans,100.83,NA,NA,NA,56.74,77.17,51.17,YPM_104087,"Field et al., 2013. PLoS ONE",734.1,NA,Omnivore,Woodland,219.9
Accipitriformes,Sagittariidae,Sagittarius_serpentarius,Sagittarius_serpentarius,198,NA,NA,NA,127.66,339,295,YPM_105490,"Field et al., 2013. PLoS ONE",4017,Vertivore ground,Vertivore,Grassland,250.2
Accipitriformes,Sagittariidae,Sagittarius_serpentarius,Sagittarius_serpentarius,198,NA,NA,NA,110.24,286,279,YPM_111125,"Field et al., 2013. PLoS ONE",4017,Vertivore ground,Vertivore,Grassland,250.2
Anseriformes,Anatidae,Aix_galericulata,Aix_galericulata,67.68,NA,NA,NA,39.97,65.74,38.42,YPM_103106,"Field et al., 2013. PLoS ONE",567,Herbivore aquatic surface,Herbivore aquatic,Forest,111.1
Anseriformes,Anatidae,Aix_galericulata,Aix_galericulata,64.47,NA,NA,NA,37.66,59.34,33.64,YPM_104508,"Field et al., 2013. PLoS ONE",567,Herbivore aquatic surface,Herbivore aquatic,Forest,111.1
Anseriformes,Anatidae,Aix_galericulata,Aix_galericulata,70.87,NA,NA,NA,40.8,64.3,37.33,YPM_103302,"Field et al., 2013. PLoS ONE",567,Herbivore aquatic surface,Herbivore aquatic,Forest,111.1
Anseriformes,Anatidae,Aix_galericulata,Aix_galericulata,70.25,NA,NA,NA,40.2,62.55,38,YPM_104449,"Field et al., 2013. PLoS ONE",567,Herbivore aquatic surface,Herbivore aquatic,Forest,111.1
Anseriformes,Anatidae,Aix_sponsa,Aix_sponsa,68.71,NA,NA,NA,39.54,60.71,34.13,YPM_107580,"Field et al., 2013. PLoS ONE",657.6,NA,Omnivore,Wetland,108.5
Anseriformes,Anatidae,Aix_sponsa,Aix_sponsa,70.39,NA,NA,NA,42.77,64.6,35.25,YPM_112391,"Field et al., 2013. PLoS ONE",657.6,NA,Omnivore,Wetland,108.5
Anseriformes,Anatidae,Aix_sponsa,Aix_sponsa,68.75,NA,NA,NA,40.27,61.25,32.96,YPM_111205,"Field et al., 2013. PLoS ONE",657.6,NA,Omnivore,Wetland,108.5
Anseriformes,Anatidae,Aix_sponsa,Aix_sponsa,69.56,NA,NA,NA,41.85,62.88,35.01,YPM_107014,"Field et al., 2013. PLoS ONE",657.6,NA,Omnivore,Wetland,108.5
Anseriformes,Anatidae,Anas_acuta,Anas_acuta,90.13,NA,NA,NA,47.07,79.84,46.42,YPM_109893,"Field et al., 2013. PLoS ONE",944.6,Herbivore aquatic surface,Herbivore aquatic,Wetland,148.4
Anseriformes,Anatidae,Anas_acuta,Anas_acuta,83.14,NA,NA,NA,41.05,70.61,41.79,YPM_111207,"Field et al., 2013. PLoS ONE",944.6,Herbivore aquatic surface,Herbivore aquatic,Wetland,148.4
Anseriformes,Anatidae,Anas_americana,Anas_americana,78.41,NA,NA,NA,41.07,65.06,34.58,YPM_112392,"Field et al., 2013. PLoS ONE",754.61,NA,NA,NA,NA
Anseriformes,Anatidae,Anas_americana,Anas_americana,82.32,NA,NA,NA,44.16,68.23,36.97,YPM_103107,"Field et al., 2013. PLoS ONE",754.61,NA,NA,NA,NA
Anseriformes,Anatidae,Anas_americana,Anas_americana,83.42,NA,NA,NA,44.03,73.58,37.46,YPM_109116,"Field et al., 2013. PLoS ONE",754.61,NA,NA,NA,NA
Anseriformes,Anatidae,Anas_americana,Anas_americana,82.36,NA,NA,NA,43.94,69.86,39.34,YPM_112393,"Field et al., 2013. PLoS ONE",754.61,NA,NA,NA,NA
Anseriformes,Anatidae,Anas_americana,Anas_americana,83.63,NA,NA,NA,43.99,72.15,37.94,YPM_112306,"Field et al., 2013. PLoS ONE",754.61,NA,NA,NA,NA
Anseriformes,Anatidae,Anas_americana,Anas_americana,81.46,NA,NA,NA,42.58,71.24,38.42,YPM_111206,"Field et al., 2013. PLoS ONE",754.61,NA,NA,NA,NA
Anseriformes,Anatidae,Anas_clypeata,Anas_clypeata,74.56,NA,NA,NA,40.36,65.95,37.99,YPM_105113,"Field et al., 2013. PLoS ONE",612.56,Aquatic surface,NA,NA,NA
Anseriformes,Anatidae,Anas_clypeata,Anas_clypeata,77.96,NA,NA,NA,41.34,67.49,38.65,YPM_111214,"Field et al., 2013. PLoS ONE",612.56,Aquatic surface,NA,NA,NA
Anseriformes,Anatidae,Anas_discors,Anas_discors,62.3,NA,NA,NA,34.24,55.77,31.63,YPM_109644,"Field et al., 2013. PLoS ONE",359.44,Herbivore aquatic surface,NA,NA,NA
Anseriformes,Anatidae,Anas_platyrhynchos,Anas_platyrhynchos,84.08,NA,NA,NA,47.11,74.83,41.04,YPM_109537,"Field et al., 2013. PLoS ONE",843.4,Herbivore aquatic surface,Herbivore aquatic,Wetland,133.5
Anseriformes,Anatidae,Anas_platyrhynchos,Anas_platyrhynchos,92.28,NA,NA,NA,51.12,82.05,45.26,YPM_111030,"Field et al., 2013. PLoS ONE",843.4,Herbivore aquatic surface,Herbivore aquatic,Wetland,133.5
Anseriformes,Anatidae,Anas_platyrhynchos,Anas_platyrhynchos,97.74,NA,NA,NA,52.59,84.7,46.56,YPM_109894,"Field et al., 2013. PLoS ONE",843.4,Herbivore aquatic surface,Herbivore aquatic,Wetland,133.5
Anseriformes,Anatidae,Anas_platyrhynchos,Anas_platyrhynchos,95.48,NA,NA,NA,51.74,85.66,46.68,YPM_109535,"Field et al., 2013. PLoS ONE",843.4,Herbivore aquatic surface,Herbivore aquatic,Wetland,133.5
Anseriformes,Anatidae,Anas_poecilorhyncha,Anas_poecilorhyncha,100.5,NA,NA,NA,54.91,96.56,46.81,YPM_102621,"Field et al., 2013. PLoS ONE",1000,Herbivore aquatic surface,Herbivore aquatic,Wetland,128
Anseriformes,Anatidae,Anas_rubripes,Anas_rubripes,92.22,NA,NA,NA,51.12,81.76,45.22,YPM_109120,"Field et al., 2013. PLoS ONE",1241,Herbivore aquatic surface,Herbivore aquatic,Wetland,136.5
Anseriformes,Anatidae,Anas_rubripes,Anas_rubripes,86.91,NA,NA,NA,47.32,75.23,42.62,YPM_112303,"Field et al., 2013. PLoS ONE",1241,Herbivore aquatic surface,Herbivore aquatic,Wetland,136.5
Anseriformes,Anatidae,Anas_rubripes,Anas_rubripes,92.86,NA,NA,NA,52.37,83.2,45.33,YPM_109897,"Field et al., 2013. PLoS ONE",1241,Herbivore aquatic surface,Herbivore aquatic,Wetland,136.5
Anseriformes,Anatidae,Anas_rubripes,Anas_rubripes,95.51,NA,NA,NA,50.72,81.89,45.61,YPM_109119,"Field et al., 2013. PLoS ONE",1241,Herbivore aquatic surface,Herbivore aquatic,Wetland,136.5
Anseriformes,Anatidae,Anas_rubripes,Anas_rubripes,93.75,NA,NA,NA,52.93,84.67,46.1,YPM_107581,"Field et al., 2013. PLoS ONE",1241,Herbivore aquatic surface,Herbivore aquatic,Wetland,136.5
Anseriformes,Anatidae,Anas_rubripes,Anas_rubripes,93.46,NA,NA,NA,51.33,82.45,46.08,YPM_107582,"Field et al., 2013. PLoS ONE",1241,Herbivore aquatic surface,Herbivore aquatic,Wetland,136.5
Anseriformes,Anatidae,Anas_sibilatrix,Anas_sibilatrix,80.5,NA,NA,NA,42.06,66.24,37.29,YPM_106017,"Field et al., 2013. PLoS ONE",923.16,NA,NA,NA,NA
Anseriformes,Anatidae,Anas_sibilatrix,Anas_sibilatrix,90.47,NA,NA,NA,48.65,77.33,44.74,YPM_105130,"Field et al., 2013. PLoS ONE",923.16,NA,NA,NA,NA
Anseriformes,Anatidae,Anas_strepera,Anas_strepera,88.02,NA,NA,NA,45.21,75.19,41.23,YPM_109124,"Field et al., 2013. PLoS ONE",915.58,Herbivore aquatic surface,NA,NA,NA
Anseriformes,Anatidae,Aythya_affinis,Aythya_affinis,75.37,NA,NA,NA,41.59,66.49,33.91,YPM_104566,"Field et al., 2013. PLoS ONE",819.5,Aquatic dive,Aquatic predator,Wetland,101
Anseriformes,Anatidae,Aythya_affinis,Aythya_affinis,79.48,NA,NA,NA,44.08,71.62,35.37,YPM_111082,"Field et al., 2013. PLoS ONE",819.5,Aquatic dive,Aquatic predator,Wetland,101
Anseriformes,Anatidae,Aythya_americana,Aythya_americana,88.84,NA,NA,NA,46.47,39.3,77.13,YPM_111210,"Field et al., 2013. PLoS ONE",1075.7,Herbivore aquatic surface,Herbivore aquatic,Wetland,104.6
Anseriformes,Anatidae,Aythya_americana,Aythya_americana,93.19,NA,NA,NA,47.33,43.45,80.54,YPM_103852,"Field et al., 2013. PLoS ONE",1075.7,Herbivore aquatic surface,Herbivore aquatic,Wetland,104.6
Anseriformes,Anatidae,Aythya_collaris,Aythya_collaris,77.18,NA,NA,NA,40.01,32.77,64.6,YPM_110551,"Field et al., 2013. PLoS ONE",704.6,Herbivore aquatic dive,Herbivore aquatic,Wetland,92.6
Anseriformes,Anatidae,Aythya_marila,Aythya_marila,84.7,NA,NA,NA,46.83,36.98,75.99,YPM_109884,"Field et al., 2013. PLoS ONE",1005.4,Aquatic dive,Aquatic predator,Wetland,104.1
Anseriformes,Anatidae,Aythya_marila,Aythya_marila,85.07,NA,NA,NA,46.65,37.11,74.74,YPM_109892,"Field et al., 2013. PLoS ONE",1005.4,Aquatic dive,Aquatic predator,Wetland,104.1
Anseriformes,Anatidae,Aythya_marila,Aythya_marila,82.07,NA,NA,NA,44.49,35.81,71.27,YPM_110588,"Field et al., 2013. PLoS ONE",1005.4,Aquatic dive,Aquatic predator,Wetland,104.1
Anseriformes,Anatidae,Aythya_marila,Aythya_marila,87.14,NA,NA,NA,46.22,37.77,75.97,YPM_109886,"Field et al., 2013. PLoS ONE",1005.4,Aquatic dive,Aquatic predator,Wetland,104.1
Anseriformes,Anatidae,Aythya_marila,Aythya_marila,84.37,NA,NA,NA,46.83,37.72,75.15,YPM_109885,"Field et al., 2013. PLoS ONE",1005.4,Aquatic dive,Aquatic predator,Wetland,104.1
Anseriformes,Anatidae,Aythya_marila,Aythya_marila,87.77,NA,NA,NA,48.06,39.43,78.12,YPM_109883,"Field et al., 2013. PLoS ONE",1005.4,Aquatic dive,Aquatic predator,Wetland,104.1
Anseriformes,Anatidae,Aythya_marila,Aythya_marila,84.05,NA,NA,NA,44.87,38.26,74.37,YPM_109890,"Field et al., 2013. PLoS ONE",1005.4,Aquatic dive,Aquatic predator,Wetland,104.1
Anseriformes,Anatidae,Aythya_marila,Aythya_marila,87.47,NA,NA,NA,49.08,38.81,77.19,YPM_109888,"Field et al., 2013. PLoS ONE",1005.4,Aquatic dive,Aquatic predator,Wetland,104.1
Anseriformes,Anatidae,Aythya_marila,Aythya_marila,88.25,NA,NA,NA,47.76,39.86,77.09,YPM_109889,"Field et al., 2013. PLoS ONE",1005.4,Aquatic dive,Aquatic predator,Wetland,104.1
Anseriformes,Anatidae,Aythya_marila,Aythya_marila,86.74,NA,NA,NA,47.38,36.62,75.95,YPM_111002,"Field et al., 2013. PLoS ONE",1005.4,Aquatic dive,Aquatic predator,Wetland,104.1
Anseriformes,Anatidae,Aythya_novaeseelandiae,Aythya_novaeseelandiae,71.31,NA,NA,NA,44.63,36.86,70.81,YPM_110777,"Field et al., 2013. PLoS ONE",682,Herbivore aquatic dive,Herbivore aquatic,Wetland,85.3
Anseriformes,Anatidae,Aythya_novaeseelandiae,Aythya_novaeseelandiae,71.72,NA,NA,NA,43.05,36.7,68.61,YPM_110834,"Field et al., 2013. PLoS ONE",682,Herbivore aquatic dive,Herbivore aquatic,Wetland,85.3
Anseriformes,Anatidae,Aythya_novaeseelandiae,Aythya_novaeseelandiae,70.75,NA,NA,NA,42.85,32.82,67.15,YPM_110833,"Field et al., 2013. PLoS ONE",682,Herbivore aquatic dive,Herbivore aquatic,Wetland,85.3
